    parsed | total average parse time | recent average parse time |       kept | % of total |   last kept | last kept time | elapsed time
    957946 |                  6.375ms |                     255ms |     939829 |    98.109% |   Q61041805 |     1:36:55 PM |     01:41:47
    961236 |                  6.355ms |                   0.304ms |     943119 |    98.115% |   Q61549415 |     1:36:56 PM |     01:41:48
    964186 |                  6.336ms |                   0.339ms |     946069 |    98.121% |   Q61617629 |     1:36:57 PM |     01:41:49
    965001 |                  6.332ms |                   1.227ms |     946884 |    98.123% |   Q61791673 |     1:36:58 PM |     01:41:50
    965137 |                  6.332ms |                   7.353ms |     947020 |    98.123% |   Q61925290 |     1:36:59 PM |     01:41:51
    965235 |                  6.333ms |                  10.204ms |     947118 |    98.123% |   Q62134070 |     1:37:00 PM |     01:41:52
    967917 |                  6.316ms |                   0.373ms |     949800 |    98.128% |   Q62183117 |     1:37:01 PM |     01:41:53
    970299 |                  6.302ms |                    0.42ms |     952182 |    98.133% |   Q62225443 |     1:37:02 PM |     01:41:54
    972418 |                  6.289ms |                   0.472ms |     954301 |    98.137% |   Q62276561 |     1:37:03 PM |     01:41:55
    974816 |                  6.274ms |                   0.417ms |     956699 |    98.141% |   Q62319276 |     1:37:04 PM |     01:41:56
    978678 |                  6.251ms |                   0.259ms |     960561 |    98.149% |   Q62412608 |     1:37:05 PM |     01:41:57
    981696 |                  6.232ms |                   0.331ms |     963579 |    98.155% |   Q62469776 |     1:37:06 PM |     01:41:58
    983827 |                   6.22ms |                   0.469ms |     965710 |    98.159% |   Q62687150 |     1:37:07 PM |     01:41:59
    988470 |                  6.192ms |                   0.215ms |     970353 |    98.167% |   Q62786048 |     1:37:08 PM |     01:42:00
    993014 |                  6.164ms |                    0.22ms |     974897 |    98.176% |   Q62906552 |     1:37:09 PM |     01:42:01
    997544 |                  6.137ms |                   0.221ms |     979427 |    98.184% |   Q63007838 |     1:37:10 PM |     01:42:02
    998839 |                   6.13ms |                   0.772ms |     980722 |    98.186% |   Q63382823 |     1:37:11 PM |     01:42:03
    998845 |                  6.131ms |                 166.833ms |     980728 |    98.186% |   Q63457341 |     1:37:12 PM |     01:42:04
    998856 |                  6.132ms |                  90.909ms |     980739 |    98.186% |   Q63859920 |     1:37:13 PM |     01:42:05
    998875 |                  6.133ms |                  52.632ms |     980758 |    98.186% |   Q64019302 |     1:37:14 PM |     01:42:06
    998877 |                  6.134ms |                   500.5ms |     980760 |    98.186% |   Q64069887 |     1:37:15 PM |     01:42:07
    998878 |                  6.135ms |                     690ms |     980761 |    98.186% |   Q64074595 |     1:37:16 PM |     01:42:08
    998883 |                  6.136ms |                     200ms |     980766 |    98.186% |   Q64217572 |     1:37:17 PM |     01:42:09
    998884 |                  6.136ms |                     412ms |     980767 |    98.186% |   Q64220904 |     1:37:17 PM |     01:42:09
    999917 |                  6.131ms |                   0.968ms |     981800 |    98.188% |   Q64485118 |     1:37:18 PM |     01:42:10
    999989 |                  6.132ms |                  13.917ms |     981872 |    98.188% |   Q64706065 |     1:37:19 PM |     01:42:11
   1000017 |                  6.133ms |                  42.821ms |     981900 |    98.188% |   Q64845982 |     1:37:20 PM |     01:42:12
   1000018 |                  6.133ms |                     828ms |     981901 |    98.188% |   Q64845983 |     1:37:21 PM |     01:42:13
   1000144 |                  6.134ms |                   7.937ms |     982026 |    98.188% |   Q65534630 |     1:37:22 PM |     01:42:14
   1000151 |                  6.135ms |                 153.286ms |     982033 |    98.188% |   Q65648066 |     1:37:23 PM |     01:42:15
   1000225 |                  6.135ms |                  13.662ms |     982107 |    98.189% |   Q66086044 |     1:37:24 PM |     01:42:16
   1000233 |                  6.136ms |                     139ms |     982113 |    98.188% |   Q66317692 |     1:37:25 PM |     01:42:17
   1000247 |                  6.137ms |                  71.429ms |     982125 |    98.188% |   Q66712126 |     1:37:26 PM |     01:42:18
   1000250 |                  6.138ms |                 333.333ms |     982128 |    98.188% |   Q66755885 |     1:37:27 PM |     01:42:19
   1000251 |                  6.139ms |                     940ms |     982129 |    98.188% |   Q66809360 |     1:37:28 PM |     01:42:20
   1000255 |                   6.14ms |                  250.25ms |     982132 |    98.188% |   Q67184297 |     1:37:29 PM |     01:42:21
   1000256 |                  6.142ms |                    2236ms |     982133 |    98.188% |   Q67184448 |     1:37:32 PM |     01:42:23
   1000257 |                  6.145ms |                    3181ms |     982134 |    98.188% |   Q67779154 |     1:37:35 PM |     01:42:27
   1002300 |                  6.134ms |                   0.489ms |     984177 |    98.192% |   Q68438086 |     1:37:36 PM |     01:42:28
   1002301 |                  6.136ms |                    2184ms |     984178 |    98.192% |   Q68457079 |     1:37:38 PM |     01:42:30
   1002302 |                   6.14ms |                    4386ms |     984179 |    98.192% |   Q68800528 |     1:37:42 PM |     01:42:34
   1002303 |                  6.144ms |                    3392ms |     984180 |    98.192% |   Q69553646 |     1:37:46 PM |     01:42:38
   1002305 |                  6.145ms |                     500ms |     984182 |    98.192% |   Q70206920 |     1:37:47 PM |     01:42:39
   1003658 |                  6.138ms |                   0.783ms |     985535 |    98.194% |   Q70358242 |     1:37:48 PM |     01:42:40
   1003659 |                  6.139ms |                    1087ms |     985536 |    98.194% |   Q70358264 |     1:37:49 PM |     01:42:41
   1003660 |                   6.14ms |                    1001ms |     985537 |    98.194% |   Q70569151 |     1:37:50 PM |     01:42:42
   1003661 |                  6.146ms |                    5918ms |     985538 |    98.194% |   Q70614883 |     1:37:56 PM |     01:42:48
   1003662 |                  6.147ms |                    1822ms |     985539 |    98.194% |   Q71578251 |     1:37:58 PM |     01:42:49
   1003665 |                  6.148ms |                 333.667ms |     985542 |    98.194% |   Q71845819 |     1:37:59 PM |     01:42:50
   1003666 |                  6.149ms |                    1009ms |     985543 |    98.194% |   Q71957472 |     1:38:00 PM |     01:42:51
   1003667 |                   6.15ms |                     187ms |     985544 |    98.194% |   Q71993369 |     1:38:00 PM |     01:42:52
   1003668 |                  6.151ms |                    1654ms |     985545 |    98.194% |   Q72165692 |     1:38:01 PM |     01:42:53
   1003669 |                  6.153ms |                    1984ms |     985546 |    98.194% |   Q72406991 |     1:38:03 PM |     01:42:55
   1003673 |                  6.154ms |                     250ms |     985550 |    98.194% |   Q72819077 |     1:38:04 PM |     01:42:56
   1003675 |                  6.155ms |                     552ms |     985552 |    98.194% |   Q72946915 |     1:38:06 PM |     01:42:57
   1003676 |                  6.157ms |                    1461ms |     985553 |    98.194% |   Q73040787 |     1:38:07 PM |     01:42:59
   1003678 |                  6.158ms |                   500.5ms |     985555 |    98.194% |   Q73250390 |     1:38:08 PM |     01:43:00
   1003679 |                   6.16ms |                    2795ms |     985556 |    98.194% |   Q73281205 |     1:38:11 PM |     01:43:03
   1003683 |                  6.161ms |                  250.25ms |     985560 |    98.194% |   Q73785607 |     1:38:12 PM |     01:43:04
   1003684 |                  6.162ms |                     945ms |     985561 |    98.194% |   Q73792861 |     1:38:13 PM |     01:43:05
   1003685 |                  6.163ms |                    1115ms |     985562 |    98.194% |   Q74036757 |     1:38:14 PM |     01:43:06
   1003686 |                  6.168ms |                    4108ms |     985563 |    98.194% |   Q74197344 |     1:38:18 PM |     01:43:10
   1003689 |                  6.169ms |                 333.333ms |     985565 |    98.194% |   Q75085970 |     1:38:19 PM |     01:43:11
   1003694 |                   6.17ms |                   239.2ms |     985570 |    98.194% |   Q75182285 |     1:38:20 PM |     01:43:12
   1003695 |                  6.171ms |                     907ms |     985571 |    98.194% |   Q75184577 |     1:38:21 PM |     01:43:13
   1003696 |                  6.174ms |                    3520ms |     985572 |    98.194% |   Q75588441 |     1:38:25 PM |     01:43:16
   1003697 |                  6.176ms |                    2085ms |     985572 |    98.194% |   Q75588441 |     1:38:25 PM |     01:43:18
   1003699 |                  6.177ms |                   500.5ms |     985572 |    98.194% |   Q75588441 |     1:38:25 PM |     01:43:19
   1003700 |                  6.181ms |                    3804ms |     985573 |    98.194% |   Q76868707 |     1:38:31 PM |     01:43:23
   1003702 |                  6.182ms |                     500ms |     985575 |    98.194% |   Q77578002 |     1:38:32 PM |     01:43:24
   1003704 |                  6.183ms |                     793ms |     985576 |    98.194% |   Q77662295 |     1:38:34 PM |     01:43:26
   1003705 |                  6.184ms |                     146ms |     985576 |    98.194% |   Q77662295 |     1:38:34 PM |     01:43:26
   1003706 |                  6.185ms |                    1001ms |     985577 |    98.194% |   Q77953909 |     1:38:35 PM |     01:43:27
   1003707 |                  6.185ms |                     276ms |     985578 |    98.194% |   Q77958784 |     1:38:35 PM |     01:43:27
   1003708 |                  6.187ms |                    2388ms |     985578 |    98.194% |   Q77958784 |     1:38:35 PM |     01:43:30
   1003709 |                  6.188ms |                    1001ms |     985578 |    98.194% |   Q77958784 |     1:38:35 PM |     01:43:31
   1003710 |                  6.193ms |                    4695ms |     985579 |    98.194% |   Q78444793 |     1:38:44 PM |     01:43:35
   1003711 |                  6.194ms |                    1001ms |     985580 |    98.194% |   Q79238602 |     1:38:45 PM |     01:43:36
   1003716 |                  6.195ms |                   248.6ms |     985585 |    98.194% |   Q79474221 |     1:38:46 PM |     01:43:38
   1003717 |                  6.197ms |                    1660ms |     985586 |    98.194% |   Q79605683 |     1:38:47 PM |     01:43:39
